RFID,customer_name,number_plate,fuel_type,time_in,time_out
5f89a541fc13ae35af0000e1,Alexis,PB-74-SG-0475,LPG,2020-05-03 01:51:00,2020-05-05 12:33:00
5f89a541fc13ae35af0000e2,Gael,BR-33-SH-0476,LPG,2020-07-07 07:12:00,2020-06-11 16:12:00
5f89a541fc13ae35af0000e3,Hort,HP-15-SI-0477,LPG,2019-12-31 12:55:00,2020-07-29 12:24:00
5f89a541fc13ae35af0000e4,Bethanne,MN-04-SJ-0478,petrol,2020-03-18 16:57:00,2020-04-26 04:00:00
5f89a541fc13ae35af0000e5,Ludovika,JK-16-SK-0479,petrol,2019-11-04 01:32:00,2020-06-23 21:21:00
5f89a541fc13ae35af0000e6,Serge,KA-36-SL-0480,CNG,2020-01-16 14:55:00,2020-04-20 21:57:00
5f89a541fc13ae35af0000e7,Albert,OD-13-SM-0481,deisel,2020-04-12 04:25:00,2020-05-01 01:03:00
5f89a541fc13ae35af0000e8,Marisa,UP-61-SN-0482,CNG,2020-06-27 06:03:00,2020-01-06 16:22:00
5f89a541fc13ae35af0000e9,Archie,OD-01-SO-0483,CNG,2020-01-02 12:58:00,2020-04-15 14:17:00
5f89a541fc13ae35af0000ea,Karoline,GJ-31-SP-0484,deisel,2020-09-29 23:03:00,2020-08-23 12:08:00
5f89a541fc13ae35af0000eb,Cece,MP-12-SQ-0485,electric,2020-06-17 15:46:00,2019-12-18 04:39:00
5f89a541fc13ae35af0000ec,Arlinda,MZ-05-SR-0486,LPG,2020-07-29 13:21:00,2019-10-31 14:39:00
5f89a541fc13ae35af0000ed,Silas,KL-63-SS-0487,deisel,2020-09-25 22:51:00,2019-12-06 13:17:00
5f89a541fc13ae35af0000ee,Evey,KA-40-ST-0488,LPG,2020-01-21 21:10:00,2020-05-08 01:13:00
5f89a541fc13ae35af0000ef,Kizzie,HR-73-SU-0489,deisel,2020-06-30 13:22:00,2020-09-02 03:11:00
5f89a541fc13ae35af0000f0,Joete,BR-52-SV-0490,CNG,2020-06-06 22:11:00,2020-08-26 23:48:00
5f89a541fc13ae35af0000f1,Claretta,WB-73-SW-0491,deisel,2020-02-25 09:02:00,2020-07-08 15:28:00
5f89a541fc13ae35af0000f2,Charmian,GJ-27-SX-0492,petrol,2019-12-31 14:25:00,2020-08-10 22:39:00
5f89a541fc13ae35af0000f3,Georas,JH-08-SY-0493,electric,2020-02-22 18:27:00,2019-12-10 04:42:00
5f89a541fc13ae35af0000f4,Hermina,KA-37-SZ-0494,deisel,2020-09-29 03:35:00,2020-06-07 06:26:00
5f89a541fc13ae35af0000f5,Joline,BR-02-TA-0495,electric,2020-05-07 12:00:00,2020-09-05 15:27:00
5f89a541fc13ae35af0000f6,Artur,JK-04-TB-0496,electric,2019-12-10 10:50:00,2020-05-08 04:04:00
5f89a541fc13ae35af0000f7,Laraine,HR-51-TC-0497,electric,2020-03-26 19:54:00,2019-10-16 11:28:00
5f89a541fc13ae35af0000f8,Maxwell,UA-10-TD-0498,CNG,2020-06-26 06:57:00,2020-06-17 17:44:00
5f89a541fc13ae35af0000f9,Ruttger,MH-56-TE-0499,electric,2020-07-17 03:05:00,2020-08-02 10:44:00
